date,Esperance_1,Esperance_2,Esperance_3,Mundrabilla,Eucla_1,Eucla_2,Yalata,Ceduna
20180211,0.19394920766353607,0.24375402927398682,0.28285905718803406,0.4150463938713074,0.44255784153938293,0.39917418360710144,0.3499749004840851,0.28393062949180603
20180212,0.18555469810962677,0.23216436803340912,0.24091827869415283,0.36838170886039734,0.5678122639656067,0.4285959303379059,0.34409984946250916,0.46031391620635986
20180213,,,0.22134444117546082,0.417750746011734,0.3210136890411377,0.40230467915534973,0.33846914768218994,0.2849586606025696
20180214,0.22478848695755005,0.32177039980888367,0.18869198858737946,,0.666618824005127,0.40215787291526794,0.33139359951019287,0.2809845209121704
20180215,0.2062305212020874,0.233319953083992,0.2372872531414032,0.45415323972702026,0.48407837748527527,,,
20180216,0.22071751952171326,0.2881534695625305,0.27365079522132874,0.45122015476226807,0.4474734663963318,0.3650416135787964,0.3294961452484131,0.31227701902389526
20180217,0.22681723535060883,,,,1.1874680519104004,0.4298136234283447,0.3709501624107361,0.36446359753608704
20180218,,0.3569476902484894,0.32321587204933167,0.45417457818984985,0.650575578212738,0.38554781675338745,0.4048202931880951,0.3699492812156677
20180219,,,,,,,,0.47201791405677795
20180220,,,,,,,,
20180221,,,,,,,,
20180224,,,,,,,,
20180225,0.31996995210647583,0.31883376836776733,0.4896193742752075,0.31085407733917236,,0.5081337690353394,0.5268732905387878,0.45390617847442627
20180226,0.16685575246810913,,,,,,,
