region,lag_days,n_events,mean_chl_anomaly,p_value,significant,corr_with_magnitude,corr_p_value
GAB,60,16,0.25803994566113475,0.27380779234517094,False,-0.09705882352941177,0.7206513082372035
GAB,61,15,0.2937688267467515,0.2850362369373171,False,-0.017857142857142853,0.9496353041738621
GAB,62,16,0.26340645400008994,0.3035548846636336,False,-0.06176470588235294,0.8202418775044894
GAB,63,16,0.28389622506552514,0.28493707349336594,False,-0.07058823529411765,0.795039302337628
GAB,64,16,0.2497551452922857,0.27241569074415783,False,-0.13823529411764704,0.6096659407501825
GAB,65,16,0.23610565696754277,0.27626362029011925,False,-0.15588235294117647,0.5642819694728023
GAB,66,16,0.21286660096874196,0.2898055433176535,False,-0.19411764705882353,0.47128972836210736
GAB,67,16,0.24211513328676426,0.2723938221107852,False,-0.2323529411764706,0.38651134990798475
GAB,68,16,0.2255748021261146,0.24722101262390236,False,-0.19999999999999998,0.45768790507519985
GAB,69,16,0.20619638342454677,0.23951177158921622,False,-0.2058823529411765,0.4442846410521438
GAB,70,16,0.1661287335656761,0.22606932419152778,False,-0.1411764705882353,0.6020026838819791
GAB,71,16,0.1794887909266566,0.2353098470873249,False,-0.12058823529411765,0.6564245147485952
GAB,72,16,0.23343674878013282,0.27939782718227,False,-0.11176470588235293,0.6802736949858406
GAB,73,16,0.2518308831844479,0.2758536996259215,False,-0.09117647058823529,0.7370049501736589
GAB,74,16,0.23484705709852283,0.29477096469510655,False,-0.13529411764705881,0.6173674089706418
GAB,75,16,0.24152031979922742,0.31522010652014776,False,-0.17058823529411765,0.527609768861268
GAB,76,16,0.28192774633921336,0.3098608795496355,False,-0.10294117647058824,0.7044103818167706
GAB,77,16,0.33764577701998255,0.3164930360836485,False,-0.11470588235294117,0.672291046599723
